order_id,customer_id,order_date,order_value_kes,items,delivered_late,payment_method
ORD-505973,DL-10423,2025-07-11,2000.0,32,0,M-Pesa
ORD-535561,DL-12340,2026-01-02,13270.0,34,0,Credit
ORD-554328,DL-13571,2026-06-26,8610.0,5,0,M-Pesa
ORD-532995,DL-12187,2026-05-29,4250.0,21,0,M-Pesa
ORD-522155,DL-11472,2026-01-05,7680.0,5,0,Credit
ORD-521344,DL-11417,2025-11-17,6150.0,32,0,M-Pesa
ORD-529270,DL-11930,2025-10-20,1810.0,11,1,M-Pesa
ORD-511519,DL-10771,2026-05-24,4410.0,27,0,Credit
ORD-532034,DL-12124,2026-03-26,8940.0,38,0,M-Pesa
ORD-566491,DL-14376,2025-08-21,7800.0,34,1,Bank transfer
ORD-536419,DL-12401,2026-01-14,6170.0,31,0,M-Pesa
ORD-554935,DL-13608,2026-04-05,3320.0,18,0,M-Pesa
ORD-568870,DL-14532,2026-05-26,7030.0,36,0,Credit
ORD-557381,DL-13756,2025-09-29,9870.0,27,0,Bank transfer
ORD-560353,DL-13968,2025-08-13,4520.0,6,0,M-Pesa
ORD-516877,DL-11131,2025-12-01,5550.0,25,0,Credit
ORD-573013,DL-14793,2025-11-07,6560.0,16,0,Credit
ORD-526067,DL-11721,2026-04-27,1830.0,5,0,Bank transfer
ORD-527747,DL-11847,2026-05-07,3080.0,18,0,Credit
ORD-523265,DL-11545,2025-07-23,6570.0,7,0,M-Pesa
ORD-541265,DL-12743,2026-01-27,13160.0,37,0,M-Pesa
ORD-560522,DL-13980,2025-07-18,18490.0,4,1,Cash
ORD-510584,DL-10717,2026-03-13,10320.0,11,0,Bank transfer
ORD-559065,DL-13883,2026-04-04,4630.0,18,0,Cash
ORD-526184,DL-11734,2026-03-08,4920.0,17,0,M-Pesa
ORD-504518,DL-10315,2025-12-28,15580.0,27,0,Cash
ORD-515874,DL-11062,2025-09-03,12400.0,21,0,Bank transfer
ORD-537627,DL-12489,2025-07-13,3550.0,12,0,Credit
ORD-529616,DL-11953,2025-11-11,1480.0,30,0,M-Pesa
ORD-559475,DL-13912,2026-04-18,8510.0,8,0,Bank transfer
ORD-513298,DL-10888,2026-04-04,1190.0,6,0,Credit
ORD-513571,DL-10905,2025-10-16,6390.0,33,0,M-Pesa
ORD-501643,DL-10118,2026-05-23,20300.0,33,1,M-Pesa
ORD-572892,DL-14788,2025-09-21,29350.0,34,0,M-Pesa
ORD-557036,DL-13742,2025-09-29,9720.0,27,0,M-Pesa
ORD-536607,DL-12416,2026-04-23,2390.0,32,0,Bank transfer
ORD-509663,DL-10649,2025-12-11,11500.0,37,0,Credit
ORD-524702,DL-11635,2025-11-11,4890.0,26,1,M-Pesa
ORD-566839,DL-14397,2025-08-08,2590.0,38,0,M-Pesa
ORD-547739,DL-13167,2026-06-10,3790.0,15,0,M-Pesa
ORD-526917,DL-11791,2025-08-08,5770.0,33,0,M-Pesa
ORD-501589,DL-10113,2026-05-03,3240.0,32,0,M-Pesa
ORD-507506,DL-10503,2026-03-11,6850.0,25,0,Bank transfer
ORD-558249,DL-13819,2025-12-08,1590.0,15,0,M-Pesa
ORD-572523,DL-14769,2026-02-06,4930.0,2,0,Credit
ORD-528370,DL-11875,2025-07-19,3460.0,32,1,Cash
ORD-518781,DL-11265,2025-10-26,4670.0,19,1,Cash
ORD-555130,DL-13623,2025-09-21,4250.0,17,1,M-Pesa
ORD-524815,DL-11644,2025-12-25,5150.0,35,0,Bank transfer
ORD-547255,DL-13137,2025-11-05,3580.0,22,0,M-Pesa
ORD-513350,DL-10890,2026-04-15,3570.0,37,0,Bank transfer
ORD-518407,DL-11237,2026-06-17,10980.0,39,0,M-Pesa
ORD-501850,DL-10135,2025-08-15,9210.0,14,0,Bank transfer
ORD-516211,DL-11096,2026-05-18,7860.0,28,0,Credit
ORD-545191,DL-13006,2026-03-19,5460.0,3,1,Bank transfer
ORD-518836,DL-11269,2026-06-27,10440.0,4,0,Cash
ORD-501601,DL-10113,2025-09-23,3290.0,34,0,M-Pesa
ORD-530626,DL-12024,2025-11-15,2450.0,27,0,Bank transfer
ORD-509910,DL-10668,2025-12-23,5420.0,32,0,M-Pesa
ORD-501998,DL-10140,2025-08-20,6770.0,38,0,M-Pesa
ORD-567662,DL-14453,2025-12-21,2550.0,28,0,Credit
ORD-526941,DL-11793,2025-07-11,2770.0,1,0,Credit
ORD-557954,DL-13800,2025-11-18,5140.0,3,0,Bank transfer
ORD-505471,DL-10387,2025-08-30,5350.0,30,0,Credit
ORD-573065,DL-14795,2026-04-27,710.0,11,0,Credit
ORD-559277,DL-13897,2026-03-21,2670.0,26,0,M-Pesa
ORD-573620,DL-14826,2025-11-02,8820.0,39,0,M-Pesa
ORD-557164,DL-13746,2025-12-12,12340.0,6,0,M-Pesa
ORD-519496,DL-11303,2026-05-14,18750.0,22,0,Credit
ORD-522941,DL-11523,2026-04-16,5500.0,33,0,M-Pesa
ORD-554440,DL-13579,2026-06-15,12740.0,5,0,Credit
ORD-574155,DL-14854,2026-04-05,3980.0,10,0,Bank transfer
ORD-537357,DL-12475,2026-02-12,3850.0,12,0,Bank transfer
ORD-556708,DL-13723,2025-10-13,2360.0,27,0,Cash
ORD-532416,DL-12145,2026-02-04,5600.0,16,0,Credit
ORD-500201,DL-10011,2025-11-03,13300.0,16,0,Credit
ORD-552675,DL-13473,2026-03-16,2500.0,36,0,Cash
ORD-508711,DL-10581,2026-05-30,22820.0,1,0,Bank transfer
ORD-565496,DL-14316,2026-06-06,2490.0,23,0,Cash
ORD-565773,DL-14334,2025-07-15,8950.0,11,0,M-Pesa
ORD-541755,DL-12775,2026-03-20,2300.0,26,0,Bank transfer
ORD-573201,DL-14802,2025-10-01,12490.0,35,0,M-Pesa
ORD-574849,DL-14901,2025-07-09,3100.0,9,0,Credit
ORD-530770,DL-12035,2025-12-06,7420.0,6,1,M-Pesa
ORD-516314,DL-11102,2025-12-22,3750.0,8,0,Credit
ORD-553852,DL-13543,2026-05-06,2770.0,7,0,Credit
ORD-518448,DL-11241,2026-05-18,3940.0,24,0,M-Pesa
ORD-558864,DL-13865,2026-05-16,3150.0,14,0,Bank transfer
ORD-551560,DL-13408,2026-05-24,6090.0,27,0,Bank transfer
ORD-569298,DL-14552,2025-08-01,6400.0,4,0,Cash
ORD-554126,DL-13560,2026-04-25,7070.0,35,0,M-Pesa
ORD-510179,DL-10688,2025-12-26,7250.0,27,0,M-Pesa
ORD-502609,DL-10178,2025-10-06,6410.0,1,0,M-Pesa
ORD-504792,DL-10337,2026-04-27,1080.0,22,0,Bank transfer
ORD-558734,DL-13855,2025-12-15,5930.0,8,0,Credit
ORD-530376,DL-12005,2026-01-25,3530.0,14,0,M-Pesa
ORD-550765,DL-13355,2026-05-29,29170.0,21,0,Cash
ORD-523424,DL-11557,2025-08-02,7900.0,37,0,Cash
ORD-549626,DL-13300,2026-04-30,4600.0,17,0,Credit
ORD-558646,DL-13847,2025-12-06,2790.0,32,0,Credit
ORD-507337,DL-10493,2025-12-09,2010.0,39,0,M-Pesa
ORD-534743,DL-12287,2025-09-17,3300.0,7,0,Credit
ORD-566982,DL-14407,2026-02-07,1070.0,16,0,M-Pesa
ORD-529132,DL-11923,2026-06-20,14530.0,5,0,Bank transfer
ORD-524414,DL-11624,2026-06-21,1540.0,6,0,Credit
ORD-576478,DL-14997,2025-12-25,1630.0,22,0,Credit
ORD-534797,DL-12289,2026-03-30,6660.0,16,0,Credit
ORD-560159,DL-13955,2025-12-13,6840.0,7,1,Bank transfer
ORD-545786,DL-13039,2026-05-03,3500.0,10,0,Credit
ORD-562986,DL-14149,2026-03-19,4400.0,25,0,Bank transfer
ORD-500310,DL-10021,2026-01-08,3420.0,20,1,M-Pesa
ORD-536106,DL-12380,2025-07-03,4140.0,31,0,Credit
ORD-527684,DL-11842,2025-08-07,3210.0,14,0,M-Pesa
ORD-503907,DL-10273,2025-12-08,4910.0,22,1,M-Pesa
ORD-565544,DL-14318,2025-10-22,6250.0,14,0,M-Pesa
ORD-546864,DL-13111,2025-12-02,950.0,29,0,Credit
ORD-529491,DL-11945,2025-09-30,8250.0,24,0,M-Pesa
ORD-521586,DL-11431,2025-12-03,8170.0,5,0,M-Pesa
ORD-543825,DL-12914,2026-04-01,15480.0,20,0,Credit
ORD-506300,DL-10446,2025-07-30,2340.0,6,1,Cash
ORD-559673,DL-13924,2026-03-11,3590.0,7,1,M-Pesa
ORD-570094,DL-14601,2025-11-15,9320.0,27,0,Bank transfer
ORD-535399,DL-12330,2026-05-18,2830.0,30,1,Bank transfer
ORD-509579,DL-10640,2026-06-24,3050.0,22,1,M-Pesa
ORD-535285,DL-12321,2025-12-01,5960.0,2,0,M-Pesa
ORD-545474,DL-13021,2026-03-08,3800.0,34,1,M-Pesa
ORD-547135,DL-13131,2025-07-24,6240.0,16,0,Credit
ORD-526495,DL-11755,2025-07-12,20330.0,34,0,M-Pesa
ORD-511347,DL-10761,2026-03-24,6400.0,17,0,M-Pesa
ORD-503185,DL-10222,2025-12-06,7280.0,32,0,M-Pesa
ORD-540722,DL-12706,2025-12-25,5260.0,20,1,Bank transfer
ORD-510851,DL-10732,2026-05-19,10730.0,12,0,M-Pesa
ORD-559842,DL-13939,2026-04-16,5920.0,20,0,Bank transfer
ORD-560718,DL-13994,2025-12-01,5140.0,18,1,Credit
ORD-557517,DL-13764,2025-09-26,3000.0,33,1,M-Pesa
ORD-549880,DL-13313,2025-07-14,19930.0,6,0,Bank transfer
ORD-565922,DL-14341,2026-06-13,3800.0,12,0,Bank transfer
ORD-546989,DL-13121,2026-03-04,6120.0,27,0,M-Pesa
ORD-544627,DL-12959,2025-11-04,1130.0,7,0,Credit
ORD-501241,DL-10094,2026-01-12,4670.0,4,0,M-Pesa
ORD-541837,DL-12780,2026-06-27,4000.0,38,0,Credit
ORD-519756,DL-11321,2026-03-06,11090.0,13,1,M-Pesa
ORD-553013,DL-13496,2025-08-29,7410.0,16,0,M-Pesa
ORD-531022,DL-12054,2026-03-12,3890.0,20,0,Credit
ORD-510176,DL-10688,2026-01-04,5460.0,1,1,Bank transfer
ORD-555605,DL-13655,2026-06-09,89010.0,30,0,Bank transfer
ORD-536960,DL-12440,2026-02-04,9290.0,35,0,Credit
ORD-530297,DL-11999,2026-01-15,3610.0,20,0,M-Pesa
ORD-513875,DL-10926,2026-03-16,7770.0,34,0,Bank transfer
ORD-558661,DL-13848,2026-04-05,4150.0,38,1,M-Pesa
ORD-563234,DL-14168,2025-09-26,13720.0,21,0,Credit
ORD-564923,DL-14280,2025-07-31,11850.0,39,0,M-Pesa
ORD-515543,DL-11038,2026-02-10,2310.0,4,1,M-Pesa
ORD-535269,DL-12320,2026-04-08,8530.0,10,0,Cash
ORD-557611,DL-13771,2026-06-11,1930.0,4,1,M-Pesa
ORD-548366,DL-13211,2025-09-25,5150.0,1,0,Credit
ORD-535855,DL-12363,2026-05-14,4400.0,19,0,Cash
ORD-521591,DL-11431,2025-07-06,3800.0,16,0,M-Pesa
ORD-500316,DL-10022,2025-11-15,10360.0,7,0,Bank transfer
ORD-566252,DL-14364,2025-11-26,6960.0,1,0,Bank transfer
ORD-502859,DL-10199,2025-09-09,10110.0,34,1,M-Pesa
ORD-537315,DL-12472,2026-01-19,2540.0,12,0,Cash
ORD-537098,DL-12454,2026-01-11,8960.0,14,0,Cash
ORD-522983,DL-11527,2026-01-29,6090.0,14,0,Cash
ORD-503959,DL-10275,2025-07-01,8280.0,12,0,M-Pesa
ORD-565672,DL-14328,2026-01-02,2520.0,34,0,Cash
ORD-505660,DL-10400,2025-09-06,9670.0,34,0,M-Pesa
ORD-511883,DL-10792,2026-01-12,8900.0,24,0,Credit
ORD-504017,DL-10278,2025-12-06,7580.0,20,0,Credit
ORD-529748,DL-11960,2026-05-07,3170.0,27,1,Credit
ORD-503205,DL-10222,2025-09-05,3430.0,27,0,M-Pesa
ORD-561424,DL-14031,2026-02-05,12280.0,15,0,Cash
ORD-502782,DL-10192,2026-04-29,9000.0,17,0,M-Pesa
ORD-528648,DL-11893,2025-07-29,4060.0,12,0,M-Pesa
ORD-553753,DL-13541,2025-07-15,5940.0,27,0,M-Pesa
ORD-511363,DL-10763,2026-04-07,10770.0,38,0,Credit
ORD-572612,DL-14776,2026-05-20,3440.0,14,0,Credit
ORD-528530,DL-11886,2025-07-22,2750.0,37,1,M-Pesa
ORD-572532,DL-14769,2025-12-12,9500.0,24,0,Bank transfer
ORD-526455,DL-11754,2026-02-06,6330.0,19,0,Bank transfer
ORD-567953,DL-14474,2026-05-12,4970.0,15,0,Bank transfer
ORD-559136,DL-13889,2026-01-06,3630.0,39,1,M-Pesa
ORD-531180,DL-12064,2026-01-13,1870.0,27,0,M-Pesa
ORD-535546,DL-12339,2025-09-29,8840.0,26,0,Bank transfer
ORD-543333,DL-12884,2026-01-02,9890.0,34,0,Bank transfer
ORD-512508,DL-10832,2025-10-02,5770.0,25,0,M-Pesa
ORD-505184,DL-10367,2026-06-20,4340.0,22,0,M-Pesa
ORD-510729,DL-10725,2025-12-28,6020.0,34,1,Credit
ORD-572999,DL-14793,2025-11-25,4530.0,11,0,M-Pesa
ORD-514861,DL-10992,2026-01-06,23240.0,31,0,Cash
ORD-529810,DL-11965,2025-12-05,10700.0,26,0,M-Pesa
ORD-510597,DL-10717,2026-04-03,22210.0,14,0,M-Pesa
ORD-557086,DL-13743,2025-07-27,6080.0,33,0,Cash
ORD-523124,DL-11536,2025-10-18,6800.0,4,0,Credit
ORD-561721,DL-14051,2025-07-26,2280.0,20,0,Credit
ORD-528357,DL-11875,2025-09-17,4530.0,6,0,M-Pesa
ORD-541812,DL-12780,2026-03-17,7360.0,24,0,Credit
ORD-564886,DL-14276,2026-05-29,2050.0,36,1,M-Pesa
ORD-576327,DL-14987,2025-11-20,4710.0,34,0,Bank transfer
ORD-534339,DL-12263,2025-11-19,1280.0,1,0,M-Pesa
ORD-540021,DL-12664,2025-09-02,4770.0,39,1,Credit
ORD-510873,DL-10735,2026-03-29,6410.0,8,0,Credit
ORD-532726,DL-12167,2026-03-16,3140.0,20,0,M-Pesa
ORD-544937,DL-12989,2026-04-19,4200.0,11,0,M-Pesa
ORD-564317,DL-14234,2025-10-24,9140.0,15,0,Cash
ORD-560626,DL-13986,2026-05-17,6500.0,9,0,M-Pesa
ORD-504628,DL-10325,2025-07-02,1950.0,4,0,Credit
ORD-566181,DL-14358,2026-06-26,3120.0,20,1,M-Pesa
ORD-526394,DL-11747,2025-08-17,2570.0,22,0,M-Pesa
ORD-549177,DL-13267,2025-11-20,10600.0,2,0,M-Pesa
ORD-553392,DL-13519,2026-04-14,4310.0,22,0,M-Pesa
ORD-554847,DL-13603,2026-02-17,6500.0,28,0,Bank transfer
ORD-574769,DL-14899,2026-06-21,3530.0,22,1,M-Pesa
ORD-564046,DL-14215,2026-01-20,4200.0,1,1,M-Pesa
ORD-559053,DL-13881,2026-03-18,1580.0,39,0,Credit
ORD-571364,DL-14685,2026-05-22,6900.0,17,0,Credit
ORD-551680,DL-13413,2026-05-01,6180.0,12,0,Credit
ORD-562586,DL-14119,2025-10-18,4900.0,35,0,Credit
ORD-538711,DL-12568,2026-06-27,1930.0,4,1,M-Pesa
ORD-515942,DL-11070,2026-04-26,14700.0,25,0,M-Pesa
ORD-567282,DL-14427,2025-12-14,11210.0,2,0,M-Pesa
ORD-541732,DL-12773,2025-11-12,8550.0,24,0,M-Pesa
ORD-562274,DL-14095,2025-12-20,2730.0,20,0,M-Pesa
ORD-540969,DL-12725,2026-05-31,1990.0,11,1,Credit
ORD-500136,DL-10010,2025-11-08,3510.0,7,0,M-Pesa
ORD-523672,DL-11572,2025-07-13,3820.0,37,0,Cash
ORD-506010,DL-10424,2025-07-08,4140.0,15,0,M-Pesa
ORD-554894,DL-13605,2025-09-20,16050.0,20,1,M-Pesa
ORD-522917,DL-11521,2026-06-07,2400.0,21,0,M-Pesa
ORD-561281,DL-14024,2025-08-22,185310.0,14,0,M-Pesa
ORD-557329,DL-13754,2025-08-08,13040.0,25,1,Credit
ORD-549192,DL-13267,2025-10-08,6180.0,23,0,Cash
ORD-563919,DL-14204,2025-08-05,3300.0,8,0,Bank transfer
ORD-545609,DL-13028,2025-09-07,3560.0,18,1,M-Pesa
ORD-514054,DL-10938,2026-03-21,4830.0,17,0,M-Pesa
ORD-570649,DL-14636,2025-09-25,10810.0,3,0,Credit
ORD-504434,DL-10308,2025-12-31,4280.0,26,0,M-Pesa
ORD-529792,DL-11963,2026-06-12,2660.0,14,0,Bank transfer
ORD-560261,DL-13961,2025-10-11,4450.0,6,0,Credit
ORD-532245,DL-12134,2025-08-29,7100.0,23,0,Credit
ORD-509393,DL-10632,2025-10-31,6410.0,15,0,M-Pesa
ORD-576467,DL-14996,2026-06-13,4320.0,2,1,Cash
ORD-558526,DL-13839,2026-04-17,16380.0,21,0,Credit
ORD-540012,DL-12664,2026-03-27,5500.0,24,0,Bank transfer
ORD-570798,DL-14647,2025-07-08,3240.0,18,1,M-Pesa
ORD-541272,DL-12743,2026-01-17,5310.0,27,0,Bank transfer
ORD-551381,DL-13395,2026-05-01,3770.0,21,0,M-Pesa
ORD-538903,DL-12586,2025-12-08,6240.0,1,0,Credit
ORD-527655,DL-11840,2026-06-27,4740.0,1,0,Cash
ORD-531571,DL-12092,2026-02-19,5430.0,33,0,M-Pesa
ORD-532514,DL-12152,2026-02-09,1430.0,20,0,Bank transfer
ORD-505510,DL-10389,2026-04-21,5320.0,25,1,M-Pesa
ORD-569115,DL-14544,2025-10-16,3960.0,16,0,M-Pesa
ORD-522744,DL-11511,2026-06-11,2610.0,29,1,M-Pesa
ORD-568993,DL-14538,2025-08-16,2430.0,37,0,Credit
ORD-568392,DL-14503,2025-08-30,5870.0,28,0,Credit
ORD-512840,DL-10854,2026-02-11,3800.0,13,0,M-Pesa
ORD-503563,DL-10242,2025-10-16,1420.0,36,0,Credit
ORD-521207,DL-11411,2025-11-07,6790.0,39,0,Credit
ORD-563907,DL-14204,2026-03-15,3520.0,38,0,Credit
ORD-542154,DL-12800,2025-12-27,2340.0,13,0,Credit
ORD-557806,DL-13785,2025-12-25,4440.0,27,0,M-Pesa
ORD-511562,DL-10772,2026-02-23,6540.0,14,0,Cash
ORD-521042,DL-11401,2025-12-24,5090.0,26,0,Credit
ORD-536811,DL-12433,2026-05-06,5920.0,33,0,Credit
ORD-503305,DL-10227,2025-10-03,5530.0,36,0,Credit
ORD-568532,DL-14511,2026-06-08,4600.0,8,0,Credit
ORD-569850,DL-14585,2026-01-02,4310.0,23,0,M-Pesa
ORD-500389,DL-10030,2026-03-19,2390.0,28,1,M-Pesa
ORD-538757,DL-12569,2026-01-05,9270.0,27,0,M-Pesa
ORD-505428,DL-10385,2025-08-11,7550.0,5,0,Credit
ORD-539784,DL-12645,2025-12-16,1660.0,36,0,Bank transfer
ORD-540340,DL-12684,2025-08-02,10890.0,37,0,M-Pesa
ORD-516498,DL-11115,2025-12-14,4110.0,9,0,Bank transfer
ORD-528546,DL-11888,2026-02-15,1590.0,15,0,Credit
ORD-531726,DL-12100,2026-05-11,17280.0,35,0,Bank transfer
ORD-508102,DL-10536,2025-07-05,7390.0,28,0,M-Pesa
ORD-555967,DL-13671,2025-10-31,4180.0,36,1,Bank transfer
ORD-560017,DL-13949,2026-01-21,7580.0,15,0,Bank transfer
ORD-521092,DL-11403,2025-11-21,3600.0,33,0,Credit
ORD-566328,DL-14367,2025-11-08,2300.0,30,1,Cash
ORD-559678,DL-13926,2026-02-14,13420.0,24,1,Cash
ORD-526305,DL-11741,2026-05-07,4030.0,9,0,Bank transfer
ORD-550089,DL-13321,2026-01-28,3280.0,23,0,M-Pesa
ORD-522710,DL-11509,2025-11-14,3090.0,6,0,Bank transfer
ORD-548406,DL-13213,2026-04-21,5780.0,36,0,M-Pesa
ORD-507940,DL-10525,2026-01-18,11510.0,30,0,M-Pesa
ORD-501914,DL-10137,2025-12-24,4820.0,27,0,Credit
ORD-522076,DL-11467,2026-03-01,5570.0,29,0,M-Pesa
ORD-534516,DL-12272,2026-06-04,5500.0,35,1,Cash
ORD-511623,DL-10775,2025-07-28,4440.0,33,0,Bank transfer
ORD-509370,DL-10631,2025-07-03,8460.0,34,0,Cash
ORD-523137,DL-11536,2025-11-30,6270.0,1,0,M-Pesa
ORD-506555,DL-10458,2025-08-18,1740.0,39,0,M-Pesa
ORD-524596,DL-11631,2025-10-18,10300.0,38,0,M-Pesa
ORD-540585,DL-12699,2025-12-29,5420.0,32,0,Bank transfer
ORD-520757,DL-11376,2025-07-05,2230.0,11,0,M-Pesa
ORD-557231,DL-13750,2026-05-02,3720.0,23,0,Credit
ORD-502683,DL-10182,2026-03-29,12050.0,30,0,M-Pesa
ORD-512226,DL-10814,2025-11-16,3370.0,10,1,M-Pesa
ORD-556547,DL-13717,2025-12-16,3600.0,8,0,Bank transfer
ORD-562041,DL-14075,2025-07-13,5910.0,30,1,M-Pesa
ORD-507047,DL-10480,2025-08-22,3070.0,5,0,M-Pesa
ORD-507501,DL-10503,2025-08-12,3680.0,1,0,M-Pesa
ORD-527249,DL-11813,2026-01-28,7090.0,21,0,M-Pesa
ORD-552876,DL-13485,2025-09-29,9100.0,33,0,Credit
ORD-508017,DL-10530,2025-07-07,3450.0,26,0,M-Pesa
ORD-555428,DL-13641,2025-08-16,5340.0,23,0,Bank transfer
ORD-557252,DL-13750,2026-06-19,11750.0,7,0,M-Pesa
ORD-568160,DL-14483,2026-03-11,12540.0,28,0,Credit
ORD-569561,DL-14565,2025-12-19,2360.0,23,0,Bank transfer
ORD-511619,DL-10774,2026-04-29,3350.0,16,0,Bank transfer
ORD-516230,DL-11097,2026-05-14,7240.0,17,1,Credit
ORD-551447,DL-13398,2026-05-04,18750.0,17,1,M-Pesa
ORD-550835,DL-13360,2025-07-31,4950.0,9,1,M-Pesa
ORD-513640,DL-10908,2025-12-28,10700.0,16,1,Cash
ORD-557671,DL-13775,2026-03-30,1560.0,9,0,Cash
ORD-527197,DL-11811,2026-02-09,1370.0,32,0,Bank transfer
ORD-503858,DL-10267,2026-05-08,2010.0,2,0,M-Pesa
ORD-549354,DL-13281,2025-10-04,3150.0,17,0,M-Pesa
ORD-555172,DL-13626,2026-02-04,3280.0,32,0,Cash
ORD-559332,DL-13902,2026-02-03,3940.0,35,0,Bank transfer
ORD-574740,DL-14898,2026-01-16,2730.0,25,0,M-Pesa
ORD-538517,DL-12555,2026-04-05,6050.0,22,0,Credit
ORD-515411,DL-11029,2025-11-21,4390.0,33,0,M-Pesa
ORD-551963,DL-13433,2025-10-31,3810.0,13,0,Bank transfer
ORD-575292,DL-14931,2025-12-07,3740.0,20,0,Bank transfer
ORD-540259,DL-12679,2026-01-12,8990.0,30,0,M-Pesa
ORD-511465,DL-10767,2026-03-19,10960.0,25,1,M-Pesa
ORD-547937,DL-13179,2025-12-11,3680.0,23,0,Credit
ORD-563904,DL-14203,2026-02-13,6830.0,39,0,Bank transfer
ORD-551866,DL-13424,2025-07-03,14420.0,16,0,Credit
ORD-547713,DL-13166,2025-12-11,7380.0,24,0,M-Pesa
ORD-558514,DL-13838,2025-11-08,5880.0,31,0,M-Pesa
ORD-511269,DL-10757,2026-02-04,11000.0,35,0,M-Pesa
ORD-548127,DL-13192,2026-02-14,2900.0,9,0,Credit
ORD-575360,DL-14934,2025-12-06,15100.0,21,0,Credit
ORD-500162,DL-10011,2025-08-14,5590.0,1,0,Credit
ORD-576386,DL-14990,2025-12-10,2870.0,28,1,M-Pesa
ORD-557470,DL-13762,2026-02-05,4990.0,5,1,M-Pesa
ORD-575168,DL-14922,2025-07-17,5920.0,3,0,Bank transfer
ORD-564973,DL-14281,2026-01-11,2970.0,11,0,Credit
ORD-574850,DL-14901,2026-02-12,4990.0,23,1,Credit
ORD-570775,DL-14644,2025-09-12,5160.0,38,0,M-Pesa
ORD-574079,DL-14852,2026-06-28,1210.0,29,0,Credit
ORD-500590,DL-10045,2026-05-08,2160.0,15,0,M-Pesa
ORD-503472,DL-10238,2025-10-16,13790.0,35,0,Bank transfer
ORD-540617,DL-12700,2026-04-24,8170.0,9,1,Cash
ORD-540858,DL-12717,2025-12-19,10860.0,8,0,M-Pesa
ORD-504332,DL-10301,2026-01-13,970.0,15,0,Credit
ORD-563089,DL-14156,2026-01-16,5080.0,34,0,M-Pesa
ORD-524680,DL-11634,2025-11-28,5650.0,28,0,M-Pesa
ORD-517079,DL-11142,2025-10-16,5380.0,13,0,Bank transfer
ORD-558049,DL-13806,2026-01-30,19450.0,33,1,M-Pesa
ORD-563450,DL-14178,2025-11-18,23070.0,23,0,Credit
ORD-501431,DL-10104,2025-12-26,4600.0,9,0,Bank transfer
ORD-539175,DL-12607,2026-04-11,2810.0,5,0,Cash
ORD-520889,DL-11386,2026-04-29,4160.0,6,0,Credit
ORD-572920,DL-14788,2025-12-18,37260.0,28,0,M-Pesa
ORD-502973,DL-10204,2026-06-13,8090.0,2,0,M-Pesa
ORD-524886,DL-11647,2026-06-28,10110.0,30,0,M-Pesa
ORD-563737,DL-14193,2025-09-04,8170.0,26,0,Bank transfer
ORD-527117,DL-11808,2025-10-23,6350.0,19,0,M-Pesa
ORD-574810,DL-14900,2026-02-08,16240.0,34,1,M-Pesa
ORD-519199,DL-11282,2025-12-07,5610.0,20,0,M-Pesa
ORD-556832,DL-13728,2026-01-05,3910.0,36,0,Credit
ORD-529298,DL-11931,2025-11-02,6500.0,14,1,M-Pesa
ORD-535505,DL-12338,2025-12-19,2400.0,29,0,M-Pesa
ORD-507365,DL-10494,2026-05-21,2260.0,12,0,M-Pesa
ORD-554805,DL-13601,2025-09-22,8360.0,19,0,M-Pesa
ORD-519319,DL-11293,2026-03-20,3720.0,13,0,M-Pesa
ORD-529886,DL-11971,2026-04-03,5760.0,35,1,M-Pesa
ORD-530895,DL-12044,2026-04-30,5710.0,32,1,M-Pesa
ORD-516954,DL-11134,2026-04-02,4790.0,19,0,M-Pesa
ORD-537453,DL-12478,2026-02-18,6000.0,9,1,M-Pesa
ORD-530812,DL-12037,2026-03-11,2780.0,30,1,M-Pesa
ORD-572375,DL-14759,2025-10-14,4360.0,37,0,Cash
ORD-564492,DL-14250,2026-04-23,2580.0,9,0,M-Pesa
ORD-501831,DL-10134,2026-04-13,2760.0,29,1,Credit
ORD-559119,DL-13887,2026-05-30,7250.0,9,0,M-Pesa
ORD-507146,DL-10487,2026-04-19,15010.0,9,0,Bank transfer
ORD-540030,DL-12665,2026-04-28,5380.0,16,0,M-Pesa
ORD-551705,DL-13414,2026-05-28,4130.0,17,0,M-Pesa
ORD-545314,DL-13012,2026-01-03,8410.0,13,0,Credit
ORD-570898,DL-14655,2025-08-26,8450.0,38,1,M-Pesa
ORD-501516,DL-10110,2026-06-03,6070.0,6,0,Credit
ORD-568224,DL-14489,2026-01-12,4590.0,29,0,Cash
ORD-509836,DL-10661,2026-05-16,4030.0,11,0,M-Pesa
ORD-558269,DL-13820,2025-12-05,10650.0,9,0,Cash
ORD-560749,DL-13996,2025-07-01,13190.0,34,0,M-Pesa
ORD-527338,DL-11818,2026-01-10,7600.0,8,0,M-Pesa
ORD-501839,DL-10134,2026-06-11,2310.0,27,0,Credit
ORD-523530,DL-11563,2026-01-05,10490.0,31,0,M-Pesa
ORD-559766,DL-13932,2026-02-07,4620.0,32,1,Bank transfer
ORD-519597,DL-11311,2025-12-06,5830.0,36,0,Credit
ORD-540635,DL-12702,2025-08-10,2910.0,34,0,Bank transfer
ORD-552798,DL-13480,2025-12-25,7390.0,12,0,Credit
ORD-539003,DL-12593,2026-02-03,3740.0,14,0,Credit
ORD-514148,DL-10947,2026-01-10,3860.0,5,0,Bank transfer
ORD-520810,DL-11379,2026-02-02,5530.0,26,0,Credit
